total_requests,successful_requests,failed_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,false_hit_count,cache_entry_count,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,billed_input_tokens,billed_output_tokens,estimated_tokens_saved,concurrency_level,max_in_flight,cache_keys,route_counts,scenario_metrics,cache_comparison,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,298,2,0.9933,0.0067,25.3,501.62,547.1,0.9733,0.53,5,13,8,2325.0,0.066376,0.071176,1125,7255,9350,8,8,"[""rl:cache:095946136fea"", ""rl:cache:0bc3b1acf73d"", ""rl:cache:3936614ac4c2"", ""rl:cache:3dab98c0e49e"", ""rl:cache:4fc3c69b9376"", ""rl:cache:734852f3cf4a"", ""rl:cache:844ef0143a5c"", ""rl:cache:8baa2cfa11fa"", ""rl:cache:98332d0d1c9c"", ""rl:cache:9e413fd814eb"", ""rl:cache:d354658dc020"", ""rl:cache:dacb2b833659"", ""rl:cache:fff10da1c72c""]","{""fallback:provider=backup"": 73, ""static_fallback:last_error=backup simulated failure"": 2, ""cache_hit:similarity=0.98"": 27, ""cache_hit:similarity=1.00"": 122, ""cache_hit:similarity=0.97"": 10, ""primary:provider=primary"": 66}","{""primary_timeout_100"": {""total_requests"": 100, ""successful_requests"": 99, ""failed_requests"": 1, ""availability"": 0.99, ""error_rate"": 0.01, ""latency_p50_ms"": 25.52, ""latency_p95_ms"": 492.01, ""latency_p99_ms"": 535.04, ""fallback_success_rate"": 0.9783, ""cache_hit_rate"": 0.54, ""false_hit_count"": 1, ""cache_entry_count"": 12, ""circuit_open_count"": 6, ""recovery_time_ms"": null, ""estimated_cost"": 0.016164, ""estimated_cost_saved"": 0.019296, ""billed_input_tokens"": 361, ""billed_output_tokens"": 2333, ""estimated_tokens_saved"": 3216, ""concurrency_level"": 8, ""max_in_flight"": 8, ""cache_keys"": [""rl:cache:095946136fea"", ""rl:cache:0bc3b1acf73d"", ""rl:cache:3dab98c0e49e"", ""rl:cache:734852f3cf4a"", ""rl:cache:844ef0143a5c"", ""rl:cache:8baa2cfa11fa"", ""rl:cache:98332d0d1c9c"", ""rl:cache:9e413fd814eb"", ""rl:cache:b2a52f7dc795"", ""rl:cache:d354658dc020"", ""rl:cache:dacb2b833659"", ""rl:cache:fff10da1c72c""], ""route_counts"": {""fallback:provider=backup"": 45, ""static_fallback:last_error=backup simulated failure"": 1, ""cache_hit:similarity=0.98"": 16, ""cache_hit:similarity=1.00"": 33, ""cache_hit:similarity=0.97"": 5}}, ""primary_flaky_50"": {""total_requests"": 100, ""successful_requests"": 99, ""failed_requests"": 1, ""availability"": 0.99, ""error_rate"": 0.01, ""latency_p50_ms"": 28.09, ""latency_p95_ms"": 531.19, ""latency_p99_ms"": 557.41, ""fallback_success_rate"": 0.9655, ""cache_hit_rate"": 0.52, ""false_hit_count"": 1, ""cache_entry_count"": 14, ""circuit_open_count"": 2, ""recovery_time_ms"": 2325.0, ""estimated_cost"": 0.022352, ""estimated_cost_saved"": 0.01848, ""billed_input_tokens"": 378, ""billed_output_tokens"": 2522, ""estimated_tokens_saved"": 2794, ""concurrency_level"": 8, ""max_in_flight"": 8, ""cache_keys"": [""rl:cache:095946136fea"", ""rl:cache:0bc3b1acf73d"", ""rl:cache:3936614ac4c2"", ""rl:cache:3dab98c0e49e"", ""rl:cache:734852f3cf4a"", ""rl:cache:844ef0143a5c"", ""rl:cache:8baa2cfa11fa"", ""rl:cache:98332d0d1c9c"", ""rl:cache:9e413fd814eb"", ""rl:cache:b2a52f7dc795"", ""rl:cache:d354658dc020"", ""rl:cache:da61fb49b4f6"", ""rl:cache:dacb2b833659"", ""rl:cache:fff10da1c72c""], ""route_counts"": {""fallback:provider=backup"": 28, ""primary:provider=primary"": 19, ""cache_hit:similarity=1.00"": 45, ""static_fallback:last_error=backup simulated failure"": 1, ""cache_hit:similarity=0.98"": 7}}, ""all_healthy"": {""total_requests"": 100, ""successful_requests"": 100, ""failed_requests"": 0, ""availability"": 1.0, ""error_rate"": 0.0, ""latency_p50_ms"": 22.84, ""latency_p95_ms"": 251.74, ""latency_p99_ms"": 264.15, ""fallback_success_rate"": 0.0, ""cache_hit_rate"": 0.53, ""false_hit_count"": 3, ""cache_entry_count"": 13, ""circuit_open_count"": 0, ""recovery_time_ms"": null, ""estimated_cost"": 0.02786, ""estimated_cost_saved"": 0.0334, ""billed_input_tokens"": 386, ""billed_output_tokens"": 2400, ""estimated_tokens_saved"": 3340, ""concurrency_level"": 8, ""max_in_flight"": 8, ""cache_keys"": [""rl:cache:095946136fea"", ""rl:cache:0bc3b1acf73d"", ""rl:cache:3936614ac4c2"", ""rl:cache:3dab98c0e49e"", ""rl:cache:4fc3c69b9376"", ""rl:cache:734852f3cf4a"", ""rl:cache:844ef0143a5c"", ""rl:cache:8baa2cfa11fa"", ""rl:cache:98332d0d1c9c"", ""rl:cache:9e413fd814eb"", ""rl:cache:d354658dc020"", ""rl:cache:dacb2b833659"", ""rl:cache:fff10da1c72c""], ""route_counts"": {""primary:provider=primary"": 47, ""cache_hit:similarity=0.98"": 4, ""cache_hit:similarity=1.00"": 44, ""cache_hit:similarity=0.97"": 5}}}","{""without_cache"": {""availability"": 0.9933, ""latency_p50_ms"": 265.0, ""latency_p95_ms"": 519.0, ""estimated_cost"": 0.141514, ""cache_hit_rate"": 0.0, ""circuit_open_count"": 19}, ""with_cache"": {""availability"": 0.9933, ""latency_p50_ms"": 25.3, ""latency_p95_ms"": 501.62, ""estimated_cost"": 0.066376, ""cache_hit_rate"": 0.53, ""circuit_open_count"": 8}}",pass,pass,pass
